OSHPD_ID,FAC_NAME,SURG_IP,OP_RM_MIN_IP,SURG_OP,OP_RM_MIN_OP,OP_RM_IP_ONLY,OP_RM_OP_ONLY,OP_RM_IP_AND_OP,OP_RM_TOTL,AMB_SURG_PROG,BIRTHS_LIVE_TOTL,BIRTHS_LIVE_<5LBS_8OZ,BIRTHS_LIVE_<3LBS_5OZ,ABC_OP_PROG,ABC_LDR,ABC_LDRP,BIRTHS_LIVE_ABC,BIRTHS_LIVE_C_SEC,LICENSURE_CVSURG_SVCS,CVSURG_LIC_OP_RM,CVSURG_WITH_ECBPASS_PED,CVSURG_WITHOUT_ECBPASS_PED,CVSURG_WITH_ECBPASS_ADLT,CVSURG_WITHOUT_ECBPASS_ADLT,CVSURG_WITH_ECBPASS_TOTL,CVSURG_WITHOUT_ECBPASS_TOTL,CVSURG_CABG_TOTL,CATH_CARD_RM,CATH_IP_PED_DX_VIS,CATH_IP_PED_THER_VIS,CATH_OP_PED_DX_VIS,CATH_OP_PED_THER_VIS,CATH_IP_ADLT_DX_VIS,CATH_IP_ADLT_THER_VIS,CATH_OP_ADLT_DX_VIS,CATH_OP_ADLT_THER_VIS,CATH_DX_VIS_TOTL,CATH_THER_VIS_TOTL,CARDIAC_CATH_DX_PROC,MYOCARDIAL_BIOPSY,PACEMKR_PERM_IMPL,OTH_PERM_PACEMAKER_PROC,ICD_IMPLANTATION,OTH_ICD_PROCEDURES,PCI_WITH_STENT,PCI_WITHOUT_STENT,ATHERECTOMY_PTCRA,THROMBO_AGT,PTBV,DX_EP_STUDY,CATHETER_ABLATION,PERIPHERAL_VASCULAR_ANGIOGRAPHY,PERIPHERAL_VASCULAR_INTERVENTIONAL,CAROTID_STENTING,INTRA_AORTIC_BALLOON_PUMP_INS,CATHETER_BASED_VENTRICULAR_INS,OTHR_CATH_PROC,CATH_TOTL,EQUIP_ACQ_OVER_500K,EQUIP_01_DESCRIP,EQUIP_01_VALUE,EQUIP_01_ACQUI_DT,EQUIP_01_ACQUI_MEANS,EQUIP_02_DESCRIP,EQUIP_02_VALUE,EQUIP_02_ACQUI_DT,EQUIP_02_ACQUI_MEANS,EQUIP_03_DESCRIP,EQUIP_03_VALUE,EQUIP_03_ACQUI_DT,EQUIP_03_ACQUI_MEANS,EQUIP_04_DESCRIP,EQUIP_04_VALUE,EQUIP_04_ACQUI_DT,EQUIP_04_ACQUI_MEANS,EQUIP_05_DESCRIP,EQUIP_05_VALUE,EQUIP_05_ACQUI_DT,EQUIP_05_ACQUI_MEANS,EQUIP_06_DESCRIP,EQUIP_06_VALUE,EQUIP_06_ACQUI_DT,EQUIP_06_ACQUI_MEANS,EQUIP_07_DESCRIP,EQUIP_07_VALUE,EQUIP_07_ACQUI_DT,EQUIP_07_ACQUI_MEANS,EQUIP_08_DESCRIP,EQUIP_08_VALUE,EQUIP_08_ACQUI_DT,EQUIP_08_ACQUI_MEANS,EQUIP_09_DESCRIP,EQUIP_09_VALUE,EQUIP_09_ACQUI_DT,EQUIP_09_ACQUI_MEANS,EQUIP_10_DESCRIP,EQUIP_10_VALUE,EQUIP_10_ACQUI_DT,EQUIP_10_ACQUI_MEANS,CAP_EXP_OVER_1MIL,PROJ_01_DESCRIP_CAP_EXP,PROJ_01_PROJTD_CAP_EXP,PROJ_01_OSHPD_PROJ_NO,PROJ_02_DESCRIP_CAP_EXP,PROJ_02_PROJTD_CAP_EXP,PROJ_02_OSHPD_PROJ_NO,PROJ_03_DESCRIP_CAP_EXP,PROJ_03_PROJTD_CAP_EXP,PROJ_03_OSHPD_PROJ_NO,PROJ_04_DESCRIP_CAP_EXP,PROJ_04_PROJTD_CAP_EXP,PROJ_04_OSHPD_PROJ_NO,PROJ_05_DESCRIP_CAP_EXP,PROJ_05_PROJTD_CAP_EXP,PROJ_05_OSHPD_PROJ_NO
106190599,PROMISE HOSPITAL OF EAST LOS ANGELES-SUBURBAN CAMPUS,485,51623,110,12243,0,0,5,5,Yes,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190630,POMONA VALLEY HOSPITAL MEDICAL CENTER,3461,383126,6513,486528,0,5,10,15,No,7586,433,188,Yes,,YES,4914,2672,CV SURG,1,0,0,146,47,146,47,136,3,0,0,0,0,457,271,532,96,989,367,989,0,82,31,62,27,343,30,1,13,0,69,57,45,38,5,32,5,11,1840,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,Yes,Cath Lab 1-3 Equip Replacement,3987826,,ED5 Expansion,2939873,,Meaningful Use Project,1050170,,,,,,,
106190636,CITRUS VALLEY MEDICAL CENTER - QV CAMPUS,2545,308400,2915,256460,0,0,7,7,Yes,4189,249,51,Yes,YES,,2507,1682,CATH LAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190646,KAISER FOUNDATION HOSPITAL - MENTAL HEALTH CENTER,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190661,SILVER LAKE MEDICAL CENTER - DOWNTOWN CAMPUS,478,61244,1140,46022,0,0,7,7,Yes,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,Yes,SLMC - 6th Floor Remodel - VOW Medical Office,1552500,S153113-19-00,SLMC - NPC3 Upgrade - 2nd Floor,2556176,S151501-19-00,SLMC - NPC3 Upgrade - Yards/1st Floor/Roofs/Penthouse,1279570,S151384-19-00,,,,,,
106190673,SAN DIMAS COMMUNITY HOSPITAL,854,67248,918,60988,0,0,5,5,No,522,16,1,No,,,0,191,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,868,125327,1234,108932,0,0,6,6,No,555,10,1,No,,,0,196,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190681,MIRACLE MILE MEDICAL CENTER,226,49865,383,7156,0,0,1,1,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190687,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL,3871,720567,11673,789519,0,0,16,16,Yes,1428,114,18,No,,,0,456,CV SURG,1,0,0,0,28,0,28,0,1,0,0,0,0,0,8,53,161,53,169,53,0,3,0,0,0,15,11,8,0,0,0,0,4,3,0,0,0,127,224,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,Yes,16 bed Medical / Surgical Unit Renovation,14000000,S1421691900,SMUMC MNP Roof Replacement,2350000,S1510481900,,,,,,,,,
106190696,PACIFICA HOSPITAL OF THE VALLEY,419,20322,241,10266,0,0,3,3,Yes,271,11,1,No,,,0,141,CATH LAB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190708,SHERMAN OAKS HOSPITAL,842,77635,300,20878,0,0,9,9,Yes,0,0,0,No,,,0,0,CATH LAB,0,0,0,0,0,0,0,0,1,0,0,0,0,177,0,2,0,179,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190762,ST. VINCENT MEDICAL CENTER,2281,454084,2937,301674,0,0,18,18,Yes,0,0,0,No,,,0,0,CV SURG,2,0,0,57,16,57,16,73,4,0,0,0,0,0,424,0,749,0,1173,628,2,69,56,44,17,209,35,7,2,0,71,70,40,36,1,9,0,283,1579,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190766,COAST PLAZA HOSPITAL,624,52215,343,23229,0,0,4,4,Yes,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190782,TARZANA TREATMENT CENTER,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190818,USC VERDUGO HILLS HOSPITAL,1013,129966,2580,296691,0,0,6,6,Yes,479,10,1,No,,,0,216,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190857,"DOCTORS HOSPITAL OF WEST COVINA, INC",104,9669,341,32101,0,0,2,2,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190878,WHITE MEMORIAL MEDICAL CENTER,3409,458897,5304,380640,0,4,7,11,No,3715,157,54,No,,,0,603,CV SURG,2,0,0,91,5,91,5,72,2,0,0,0,0,311,244,205,44,516,288,758,0,117,30,119,37,273,26,7,0,0,130,187,185,136,0,20,50,33,2108,Yes,Spcial Beds,1041024,2/22/15,Purchase,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190883,WHITTIER HOSPITAL MEDICAL CENTER,1854,168313,1595,125428,0,0,6,6,No,2887,80,10,No,,,0,1087,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190949,HENRY MAYO NEWHALL HOSPITAL,2895,397169,3702,298319,4,4,0,8,Yes,1330,67,6,No,,,0,451,CV SURG,1,0,0,25,19,25,19,26,2,0,0,0,0,427,127,146,14,573,141,573,0,50,15,2,6,149,24,66,0,0,0,0,10,5,0,63,0,0,963,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106191225,TOM REDGATE MEMORIAL RECOVERY CENTER,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106191231,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,2682,570632,3143,530504,0,0,9,9,Yes,607,64,11,No,,,0,177,CATH LAB,0,0,0,0,0,0,0,0,1,0,0,0,0,566,191,226,0,792,191,789,0,2,2,17,1,176,53,0,0,0,8,16,12,13,0,8,0,0,1097,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106191306,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,856,138569,509,61459,0,0,5,5,Yes,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,Yes,Site Demolition and  Make Ready,7486336,1-2012-00051,Wellness  Aquatic Center,6559945,N/A,Warehouse Bldg,9839917,N/A,,,,,,
106191450,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,2880,385141,5609,582082,0,3,7,10,Yes,1662,96,6,No,,,0,440,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,"Replace CT Scanner *System 2304), Radiology, Ent 1, 1st Flr, Rm A, NT-2, WHMC",989064,5/4/15,Purchase,"Replace and Relocate Interventional Radiology Equipment, Radiology, Ent 4, 1st Flr, NT-1, WHMC",1088814,1/27/15,Purchase,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,Yes,"Replace Emergency Power Generator, CUP, WHMC/WDH - Replace Teco Gas Chillers, CUP, WHMC, Upgrade Fire Alarm System, WHMC",23853410,"I50004-19-00,  S150918-19-00","Replace Air Handler S-13, Penthouse, CUP, Ent 4, LL-2nd Flrs, MOB - 1, WHMC,",13521380,S150928-19-00,"Replace S-9 thru S-12, 2nd -5th Flr, Flrs, NT-1  MOB-1, WHMC, Replace S-5 thru S-8, 2nd -5th flr, Flrs, NT-1  MOB-1, WHMC",29521033,"S150323-19-00, S150913-1900","Upgrade Nurse Call System, WHMC",11314443,S150931-19-00,"Upgrade Sanitary Waste Distribution Piping, WHMC,",5424131,S150912-19-00
106194010,AMERICAN RECOVERY CENTER,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106194219,KECK HOSPITAL OF USC,7541,2369146,7499,829327,0,6,25,31,Yes,0,0,0,No,,,0,0,CV SURG,4,0,0,809,2,809,2,127,2,0,0,0,0,63,173,796,765,859,938,540,30,63,71,26,30,147,7,18,1,29,143,248,59,59,3,104,30,189,1797,Yes,TRUEBEAM STX IMAGAGE GUIDED RADIOSURGERY SYST.,5987508,11/24/14,Purchase,SONOTHERM SYSTEM ULTRASOUND TA,581515,12/26/14,Purchase,GI ENDOSCOPES QTY 8,686344,9/26/15,Purchase,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,Yes,830 S FLOWER 6 EXAM RMS BUILDOUT,5858823,,7282 BEVERLY HILLS CLINIC BUILDOUT,1097846,,HC4 4TH FL OPHTHALMOLOGY CONST,5667000,,,,,,,
106194967,STAR VIEW ADOLESCENT - P H F,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106194981,LA CASA PSYCHIATRIC HEALTH FACILITY,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106196035,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,4122,479178,9970,798254,0,0,12,12,No,2876,219,28,Yes,,YES,1935,941,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,Yes,Fire Alarm Replacement,6918345,S142476-19-00,Renovation of Radiology Chartroom for Physical Medicine Expansion,1150917,S151188-19-00,,,,,,,,,
106196404,JOYCE EISENBERG KEEFER MEDICAL CENTER,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106210992,KAISER FOUNDATION HOSPITAL - SAN RAFAEL,1188,156059,3841,373660,0,0,5,5,Yes,0,0,0,No,,,0,0,CATH LAB,0,0,0,0,0,0,0,0,1,0,0,0,0,143,0,277,61,420,61,420,0,71,27,0,0,34,2,0,0,0,0,0,0,0,0,8,0,0,562,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,Yes,SRF Hospital 2nd Floor OR Electrical Upgrade,1173000,,SRF Hospital Temp Scope Wash Upgrade,1338142,S150878-21,SRF GSB Replace Pathology Grossing Station,1276502,,SRF Las Gallinas Backfill - Oncology Infusion,10345153,,,,
106211006,MARIN GENERAL HOSPITAL,2092,326337,4427,312319,0,3,8,11,Yes,1322,48,3,No,,,0,282,CV SURG,1,0,0,61,1,61,1,22,2,0,0,0,0,291,175,250,286,541,461,541,0,101,48,39,9,206,13,0,0,0,59,67,138,97,0,18,7,5,1348,Yes,Varin Truebeam Linear Accelerator,2248850,8/31/15,Purchase,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106220733,JOHN C FREMONT HEALTHCARE DISTRICT,0,0,0,0,0,1,0,1,Yes,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Toshiba CT Scanner,660000,9/1/15,Lease,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106230949,FRANK R HOWARD MEMORIAL HOSPITAL,632,74800,616,45831,0,0,2,2,Yes,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,Yes,Medical Office Building,1101733,,,,,,,,,,,,,
106231013,MENDOCINO COAST DISTRICT HOSPITAL,261,30195,1277,64415,0,0,2,2,Yes,114,0,0,No,,,0,39,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106231396,UKIAH VALLEY MEDICAL CENTER,1094,105210,5361,370680,0,3,5,8,Yes,854,37,3,No,,,623,231,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106240924,MEMORIAL HOSPITAL LOS BANOS,373,25273,771,49329,0,0,2,2,No,661,21,6,No,,,0,259,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106244027,MARIE GREEN PSYCHIATRIC CENTER - P H F,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106270744,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,3937,539370,2933,291285,8,4,0,12,Yes,1041,24,3,No,,,644,371,CV SURG,2,0,0,116,3,116,3,0,3,0,0,0,0,447,235,559,261,1006,496,511,0,96,87,36,25,177,19,0,0,0,12,36,10,9,0,7,1,0,1026,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106270777,GEORGE L MEE MEMORIAL HOSPITAL,269,18479,586,21323,0,1,3,4,No,410,14,1,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106270875,SALINAS VALLEY MEMORIAL HOSPITAL,3404,410356,2274,161207,0,0,7,7,Yes,1832,106,14,Yes,,YES,1317,515,CV SURG,2,0,0,148,0,148,0,103,3,0,0,0,0,423,582,271,177,694,759,561,0,104,46,51,27,141,84,3,0,0,4,86,20,29,1,10,1,177,1345,Yes,PC UNITS,710564,6/1/15,Purchase,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106274043,NATIVIDAD MEDICAL CENTER,1641,188588,1927,126526,2,3,2,7,Yes,2579,138,0,No,,,0,691,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,25,Yes,Breast Mammography and Biopsy System,607000,8/1/15,Purchase,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106281047,QUEEN OF THE VALLEY MEDICAL CENTER,1612,209891,4268,283482,0,0,13,13,No,740,32,1,No,,,0,229,CV SURG,1,0,0,28,36,28,36,64,2,0,0,0,0,0,245,0,159,0,404,404,0,77,74,13,31,130,10,4,0,0,24,24,10,10,0,0,0,125,936,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,Yes,Prompt Care Center,1534105,,Boiler Replacement Project,1768172,S151479-28-00,,,,,,,,,
106291023,SIERRA NEVADA MEMORIAL HOSPITAL,1162,117004,1293,107406,0,0,7,7,Yes,504,28,7,No,,,0,86,NEITHER,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106300225,ORANGE COAST MEMORIAL MEDICAL CENTER,3921,509897,4453,419317,0,0,8,8,Yes,1608,91,17,No,,,0,529,CV SURG,1,0,0,71,70,71,70,71,2,0,0,0,0,147,237,118,197,265,434,402,0,150,4,37,0,128,8,1,6,0,61,7,356,141,3,0,0,0,1304,Yes,Selena Dimensions Mammography system,574450,5/1/15,Purchase,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,Yes,Parking Solution(PO15044),15941000,,,,,,,,,,,,,
106301097,"PACIFIC ORANGE HOSPITAL, LLC",0,0,0,0,0,0,0,0,,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,2620,330794,2778,224832,0,0,7,7,No,1481,96,11,No,,,0,331,CV SURG,2,0,0,223,0,223,0,210,3,0,0,0,0,782,910,1023,115,1805,1025,1266,0,97,160,93,0,309,36,5,0,0,189,160,631,368,0,86,0,2792,6192,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106301155,COLLEGE HOSPITAL COSTA MESA,71,343,524,2587,0,0,3,3,Yes,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106301167,KINDRED HOSPITAL - SANTA ANA,45,1865,0,0,1,0,0,1,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
