OSHPD_ID,FAC_NAME,FAC_ADDRESS_ONE,FAC_ADDRESS_TWO,FAC_CITY,FAC_ZIPCODE,FAC_PHONE,FAC_ADMIN_NAME,FAC_OPER_CURRYR,BEG_DATE,END_DATE,PARENT_NAME,PARENT_ADDRESS_ONE,PARENT_ADDRESS_TWO,PARENT_CITY,PARENT_STATE,PARENT_ZIP_9,REPORT_PREP_NAME,LIC_STATUS,LIC_STATUS_DATE,LIC_ORIG_DATE,REPORT_STATUS,MGT_COMPANY,TRAUMA_CTR,TEACH_HOSP,MCAL_PROVIDER_NO,MCARE_PROVIDER_NO,ACLAIMS_NO,ASSEMBLY_DIST,SENATE_DIST,CONGRESS_DIST,CENS_TRACT,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,LICENSE_NO,FACILITY_LEVEL,LONGITUDE,LATITUDE,TYPE_LIC,TYPE_CNTRL,TYPE_SVC_PRINCIPAL,MED_SURG_BED_LIC,MED_SURG_LICBED_DAY,MED_SURG_DIS,MED_SURG_CENS_DAY,PERINATL_BED_LIC,PERINATL_LICBED_DAY,PERINATL_DIS,PERINATL_CENS_DAY,PED_BED_LIC,PED_LICBED_DAY,PED_DIS,PED_CENS_DAY,ICU_BED_LIC,ICU_LICBED_DAY,ICU_DIS,ICU_TFR_INHOSP,ICU_CENS_DAY,CCU_BED_LIC,CCU_LICBED_DAY,CCU_DIS,CCU_TFR_INHOSP,CCU_CENS_DAY,RESP_BED_LIC,RESP_LICBED_DAY,RESP_DIS,RESP_TFR_INHOSP,RESP_CENS_DAY,BURN_BED_LIC,BURN_LICBED_DAY,BURN_DIS,BURN_TFR_INHOSP,BURN_CENS_DAY,NICU_BED_LIC,NICU_LICBED_DAY,NICU_DIS,NICU_TFR_INHOSP,NICU_CENS_DAY,REHAB_BED_LIC,REHAB_LICBED_DAY,REHAB_DIS,REHAB_CENS_DAY,GAC_BED_LIC_SUBTOTL,GAC_LICBED_DAY_SUBTOTL,GAC_DIS_SUBTOTL,GAC_CENS_DAY_SUBTOTL,CHEM_BED_LIC,CHEM_LICBED_DAY,CHEM_DIS,CHEM_CENS_DAY,PSY_BED_LIC,PSY_LICBED_DAY,PSY_DIS,PSY_CENS_DAY,SN_BED_LIC,SN_LICBED_DAY,SN_DIS,SN_TFR_INHOSP,SN_CENS_DAY,IC_BED_LIC,IC_LICBED_DAY,IC_DIS,IC_CENS_DAY,IC_DEV_DISBL_BED_LIC,IC_DEV_DISBL_LICBED_DAY,IC_DEV_DISBL_DIS,IC_DEV_DISBL_CENS_DAY,HOSP_BED_LIC_TOTL,HOSP_LICBED_DAY_TOTL,HOSP_DIS_TOTL,HOSP_CENS_DAY_TOTL,CHEM_GAC_BED_LIC,CHEM_GAC_DIS,CHEM_GAC_CENS_DAY,CHEM_PSY_BED_LIC,CHEM_PSY_DIS,CHEM_PSY_CENS_DAY,NEWBORN_NURSRY_BASSINETS,NEWBORN_NURSRY_INFANTS,NEWBORN_NURSRY_CENS_DAY,BED_SWING_SN,PSY_LCK_CENS_PATIENT,PSY_OPN_CENS_PATIENT,PSY_CENS_PATIENT_TOTL,PSY_CENS_PATIENT_<=17,PSY_CENS_PATIENT_18-64,PSY_CENS_PATIENT_=65,PSY_CENS_PATIENT_TOTL,PSY_CENS_PATIENT_MCAR,PSY_CENS_PATIENT_MNG_MCAR,PSY_CENS_PATIENT_MCAL,PSY_CENS_PATIENT_MNG_MCAL,PSY_CENS_PATIENT_CO_INDIG,PSY_CENS_PATIENT_OTHR_THIRDPTY,PSY_CENS_PATIENT_MNG_OTHR_THIRDPTY,PSY_CENS_PATIENT_SHDOYL,PSY_CENS_PATIENT_OTHR_INDIG,PSY_CENS_PATIENT_OTHR_PAYER,PSY_CENS_PATIENT_TOTL,PSY_PROG_SHDOYL,HOSPICE_PROG,HOSPICE_CLASS_GAC_BED,HOSPICE_CLASS_SN_BED,HOSPICE_CLASS_IC_BED,INPATIENT_PALLIATIVE_CARE_PROG_OFFERED,INPATIENT_PALLIATIVE_CARE_PROG_NURSES,INPATIENT_PALLIATIVE_CARE_PROG_NURSES_CERTIFIED,INPATIENT_PALLIATIVE_CARE_PROG_PHYSICIAN,INPATIENT_PALLIATIVE_CARE_PROG_PHYSICIAN_CERTIFIED,INPATIENT_PALLIATIVE_CARE_PROG_SOCIAL_WORKER,INPATIENT_PALLIATIVE_CARE_PROG_SOCIAL_WORKER_CERTIFIED,INPATIENT_PALLIATIVE_CARE_PROG_CHAPLAINS,OUTPATIENT_PALLIATIVE_CARE_SERV_OFFERED,EMSA_TRAUMA_CTR_DESIG,EMSA_TRAUMA_PEDS_CTR_DESIG,ED_LIC_LEVL_BEGIN,ED_LIC_LEVL_END,ED_ANESTH_AVAIL24HRS,ED_ANESTH_AVAIL_ON_CALL,ED_LAB_SVCS_AVAIL24HRS,ED_LAB_SVCS_AVAIL_ON_CALL,ED_OP_RM_AVAIL24HRS,ED_OP_RM_AVAIL_ON_CALL,ED_PHARM_AVAIL24HRS,ED_PHARM_AVAIL_ON_CALL,ED_PHYSN_AVAIL24HRS,ED_PHYSN_AVAIL_ON_CALL,ED_PSYCH_ER_AVAIL24HRS,ED_PSYCH_ER_AVAIL_ON_CALL,ED_RADIOL_SVCS_AVAIL24HRS,ED_RADIOL_SVCS_AVAIL_ON_CALL,EMS_VISITS_NON_URGENT_NOT_ADMITTED,EMS_VISITS_NON_URGENT_ADMITTED,EMS_VISITS_URGENT_NOT_ADMITTED,EMS_VISITS_URGENT_ADMITTED,EMS_VISITS_MODERATE_NOT_ADMITTED,EMS_VISITS_MODERATE_ADMITTED,EMS_VISITS_SEVERE_NOT_ADMITTED,EMS_VISITS_SEVERE_ADMITTED,EMS_VISITS_CRITICAL_NOT_ADMITTED,EMS_VISITS_CRITICAL_ADMITTED,EMS_NO_ADM_VIS_TOTL,EMS_ADM_VIS_TOTL,ED_TRAFFIC_TOTL,EMS_STATION,EMS_NON_EMERG_VIS,EMS_REGISTERS_NO_TREAT,EMS_AMB_DIVERS,EMS_AMB_DIVERS_JAN_HOURS,EMS_AMB_DIVERS_FEB_HOURS,EMS_AMB_DIVERS_MAR_HOURS,EMS_AMB_DIVERS_APR_HOURS,EMS_AMB_DIVERS_MAY_HOURS,EMS_AMB_DIVERS_JUN_HOURS,EMS_AMB_DIVERS_JUL_HOURS,EMS_AMB_DIVERS_AUG_HOURS,EMS_AMB_DIVERS_SEP_HOURS,EMS_AMB_DIVERS_OCT_HOURS,EMS_AMB_DIVERS_NOV_HOURS,EMS_AMB_DIVERS_DEC_HOURS,EMS_AMB_DIVERS_TOTL_HOURS
106480989,KAISER FOUNDATION HOSPITAL - REHABILITATION CENTER VALLEJO,975 SERENO DRIVE,,VALLEJO,94589,707-651-1000,Corwin N. Harper,Yes,1/1/15,12/31/15,Kaiser Permanente Program Office,Ordway Building,One Kaiser Plaza,Oakland,CA,94612,Jan Lipps,Open,3/21/73,3/21/73,,,,NO,,,110000011,14,3,5,6095251400,204,,03 - North Bay,Solano,110000026,Parent Facility,-122.24761,38.12839,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,128,46720,7125,28649,32,11680,1614,3578,0,0,0,0,24,8760,226,1234,3373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5840,254,94,1578,48,17520,1128,16667,248,90520,10347,53845,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,248,90520,10347,53845,0,0,0,0,0,0,22,1523,2279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,,,,Yes,7,6,2,2,1,0,1,No,0,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,,YES,YES,,17652,31,9681,9,9341,108,13111,1869,3090,3695,52875,5712,58587,50,17840,51,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106331168,EISENHOWER MEDICAL CENTER,39000 BOB HOPE DRIVE,,RANCHO MIRAGE,92270,760-340-3911,Aubrey Serfling,Yes,1/1/15,12/31/15,,,,,,,Oliver Younggren,Open,12/27/71,12/27/71,,,,NO,,,250000011,42,28,36,6065044918,129.1,,12 - Inland Counties,Riverside,250000142,Parent Facility,-116.40808,33.76418,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,377,137605,18518,68393,0,0,0,0,6,2190,113,207,64,23360,374,2193,6052,6,2190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,8395,370,4631,476,173740,19375,79283,0,0,0,0,13,4745,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,489,178485,19375,79283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,,,,No,0,0,0,0,0,0,0,No,0,0,Basic,Basic,,YES,YES,,,YES,YES,,YES,,,YES,YES,,2426,3,8288,27,17856,68,18572,301,16613,13916,63755,14315,78070,43,0,2330,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106361343,ST. MARY MEDICAL CENTER - APPLE VALLEY,18300 US HIGHWAY 18,,APPLE VALLEY,92307,760-242-2311,"ALAN H. GARRETT, PRESIDENT/CEO",Yes,1/1/15,12/31/15,ST. JOSEPH HEALTH SYSTEM,3345 MICHELSON DR.,SUITE 100,IRVINE,CA,92612,Shawn Curtis,Open,11/16/56,11/16/56,,,,NO,,,240000104,33,21,8,6071012101,145.1b,,12 - Inland Counties,San Bernardino,240000207,Parent Facility,-117.26535,34.54053,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,160,58400,11259,45063,16,5840,2316,3945,8,2920,369,883,20,7300,498,1352,6619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2920,311,0,2501,0,0,0,0,212,77380,14753,59011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,1918,0,0,0,0,212,77380,14955,60929,0,0,0,0,0,0,26,2141,3565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,,,,Yes,3,2,1,0,0,0,1,No,0,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,,,YES,,3506,1,6548,2,42111,118,9474,8522,2317,648,63956,9291,73247,43,0,331,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106301140,CHAPMAN GLOBAL MEDICAL CENTER,2601 EAST CHAPMAN AVENUE,,ORANGE,92869,714-633-0011,Ada Yeh,Yes,1/1/15,12/31/15,"KPC Healthcare, Inc.",1301 N. Tustin Ave,,Santa Ana,CA,92705,Janeth Bautista,Open,12/3/68,12/3/68,,,,NO,,,60000006,68,37,45,6059075816,116n,,13 - Orange,Orange,60000097,Parent Facility,-117.82586,33.78785,General Acute Care,Investor - Corporation,General Medical / Surgical,35,22939,1237,3955,0,0,0,0,0,0,0,0,12,4380,250,443,1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,27319,1487,5176,28,56,351,2288,12,4380,220,3086,27,9855,13,,9649,0,0,0,0,0,0,0,0,114,41610,2071,20199,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,4,5,3,2,0,0,0,0,0,0,0,0,5,No,No,,,,No,0,0,0,0,0,0,0,No,0,0,Basic,Basic,,YES,YES,,,YES,,YES,YES,,,,YES,,577,3,1486,4,1383,27,1094,34,118,424,4658,492,5150,8,0,237,Yes,8,8,16,8,11,4,2,3,4,5,0,3,72
106301258,SOUTH COAST GLOBAL MEDICAL CENTER,2701 S. BRISTOL STREET,,SANTA ANA,92704,714-754-5454,Ron Galonsky,Yes,1/1/15,12/31/15,"KPC Healthcare, Inc.",1301 N. Tustin Ave,,Santa Ana,CA,92705,Janeth Bautista,Open,6/7/73,6/7/73,,,,NO,,,60000021,69,34,46,6059074005,116g,,13 - Orange,Orange,60000143,Parent Facility,-117.88539,33.71112,General Acute Care,Investor - Corporation,General Medical / Surgical,79,28835,1218,6380,12,4380,1329,3002,9,3285,112,281,9,3285,92,240,1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,39785,2751,10817,0,0,0,0,23,8395,397,6040,46,16790,23,,16153,0,0,0,0,0,0,0,0,178,64970,3171,33010,0,0,0,0,0,0,20,1132,2475,0,0,23,23,0,0,23,23,23,0,0,0,0,0,0,0,0,0,23,No,No,,,,No,0,0,0,0,0,0,0,No,0,0,Basic,Basic,YES,,YES,,,YES,,YES,YES,,,YES,YES,,852,0,4196,5,3644,52,3286,43,192,385,12170,485,12655,10,0,686,Yes,47,6,50,0,0,0,2,6,0,0,0,8,119
106424047,COTTAGE REHABILITATION HOSPITAL,2415 DE LA VINA STREET,,SANTA BARBARA,93105,805-687-7444,Ron Werft,Yes,1/1/15,12/31/15,,,,,,,Kristin Tufvesson,Open,9/20/07,1/17/01,,,,NO,,,50000022,37,19,24,6083000302,181b,,10 - Santa Barbara/Ventura,Santa Barbara,50000140,Consolidated Facility,-119.72248,34.43306,General Acute Care,Non-Profit Corporation (incl. Church-related),Physical Rehabilitation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,13870,565,9395,38,13870,565,9395,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,38,13870,565,9395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,,,,No,0,0,0,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106491001,PETALUMA VALLEY HOSPITAL,400 NORTH MCDOWELL BOULEVARD,,PETALUMA,94954,707-522-1570,Todd Salnas,Yes,1/1/15,12/31/15,St. Joseph Health,3345 Michelson Drive,Ste 100,Irvine,CA,92612,Connie Bertlshofer,Open,3/5/80,3/5/80,,,,NO,,,110000040,10,3,2,6097150609,209.1,,03 - North Bay,Sonoma,110000001,Parent Facility,-122.63302,38.25323,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,61,22265,1938,7006,10,3650,434,900,0,0,0,0,9,3285,146,395,1354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,29200,2518,9260,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,80,29200,2518,9260,0,0,0,0,0,0,10,432,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,,,,No,0,0,0,0,0,0,0,No,0,0,Basic,Basic,,YES,YES,,,YES,,YES,YES,,,,YES,,670,3,1778,1,10198,54,3529,891,977,731,17152,1680,18832,15,0,371,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106380777,CALIFORNIA PACIFIC MED CTR-CALIFORNIA WEST,3700 CALIFORNIA STREET,,SAN FRANCISCO,94118,415-600-6000,Hamila Kownacki,Yes,1/1/15,12/31/15,Sutter Health,2200 River Plaza Drive,,Sacramento,CA,65833,Jean Johnson,Open,1/1/46,1/1/46,,,,NO,,,220000002,19,11,12,6075013300,162b,,04 - West Bay,San Francisco,220000197,Consolidated Facility,-122.45599,37.78611,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,149,54385,827,1986,77,28105,4812,15756,29,10585,814,2037,8,2920,272,220,1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,13140,488,167,7604,0,0,0,0,299,109135,7213,28416,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,299,109135,7213,28416,0,0,0,0,0,0,0,4237,10605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,,,,Yes,2,2,4,3,0,0,1,No,0,0,Basic,Basic,YES,,YES,,,YES,,YES,YES,,,YES,YES,,90,1,1633,0,6720,10,2280,249,325,372,11048,632,11680,6,0,49,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106104008,COMMUNITY BEHAVIORAL HEALTH CENTER,7171 NORTH CEDAR AVENUE,,FRESNO,93720,559-459-2710,Janet Paul,Yes,1/1/15,12/31/15,Community Medical Centers,789 N. Medical Center Drive East,,Clovis,CA,93611,Linda Lyons,Open,10/1/87,10/1/87,,,,NO,,,40000259,23,8,22,6019005510,35a,,09 - Central,Fresno,40000096,Consolidated Facility,-119.75676,36.84085,General Acute Care,Non-Profit Corporation (incl. Church-related),Psychiatric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,22265,3449,19192,0,0,0,,0,0,0,0,0,0,0,0,0,61,22265,3449,19192,0,0,0,0,0,0,0,0,0,0,53,0,53,0,52,1,53,12,0,37,0,0,0,0,1,0,3,53,Yes,No,,,,No,0,0,0,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106514030,SUTTER SURGICAL HOSPITAL-NORTH VALLEY,455 PLUMAS BOULEVARD,,YUBA CITY,95991,530-749-5705,Dennis Sindelar,Yes,1/1/15,12/31/15,"Twin Cities Surgical Hospital, LLC",2200 River Plaza Drive,,Sacramento,CA,95661,Marco Cruz,Open,4/24/09,4/24/09,,,,NO,,,,3,4,3,6101050202,216,,02 - Golden Empire,Sutter,550000989,Parent Facility,-121.61354,39.13216,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,14,5110,525,1338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5110,525,1338,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,14,5110,525,1338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,,,,No,0,0,0,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106380929,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,2333 BUCHANAN STREET,,SAN FRANCISCO,94115,415-600-6000,Hamila Kownacki,Yes,1/1/15,12/31/15,Sutter Health,2200 River Plaza Drive,,San Francisco,CA,94115,Jean Johnson,Open,4/2/73,4/2/73,,,,YES,,,220000022,19,11,12,6075013500,162b,,04 - West Bay,San Francisco,220000197,Parent Facility,-122.43102,37.79149,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,255,93075,12691,61074,0,0,0,0,0,0,0,0,29,10585,284,2289,6785,7,2555,103,521,2061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,106215,13078,69920,0,0,0,0,18,6570,736,4038,0,0,0,,0,0,0,0,0,0,0,0,0,309,112785,13814,73958,0,0,0,0,0,0,0,0,0,0,8,0,8,0,7,1,8,2,0,4,0,0,0,1,1,0,0,8,Yes,No,,,,Yes,2,2,4,3,0,0,1,No,0,0,Basic,Basic,,YES,YES,,,YES,YES,,YES,,,YES,YES,,149,0,1207,1,6229,39,7658,1089,5103,6902,20346,8031,28377,19,0,703,Yes,78,93,37,67,80,68,82,59,88,78,98,93,921
106500867,EMANUEL MEDICAL CENTER,825 DELBON AVENUE,,TURLOCK,95382,209-668-4200,Sue Micheletti,Yes,1/1/15,12/31/15,Tenet Health,1445 Ross Ave,Suite 1400,Dallas,TX,75202,Jason Reuben,Open,11/5/66,11/5/66,,,,NO,,,30000125,12,8,10,6099003907,212.1,,06 - North San Joaquin,Stanislaus,30000035,Parent Facility,-120.83966,37.51052,General Acute Care,Investor - Corporation,General Medical / Surgical,163,59495,7271,32609,28,10220,1380,2439,0,0,0,0,12,4380,197,442,2161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2190,166,0,968,0,0,0,0,209,76285,9014,38177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,76285,9014,38177,0,0,0,0,0,0,8,1185,2188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,,,,No,0,0,0,0,0,0,0,No,0,0,Basic,Basic,,YES,YES,,,YES,YES,,YES,,,,YES,,1594,0,10565,0,20525,0,11257,0,7109,0,51050,6072,57122,32,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106420514,SANTA BARBARA COTTAGE HOSPITAL,400 W. PUEBLO STREET,,SANTA BARBARA,93102,805-682-7111,Ron Werft,Yes,1/1/15,12/31/15,,,,,,,Kristin Tufvesson,Open,1/1/46,1/1/46,,,Level II & Level II - Ped,NO,,,50000280,37,19,24,6083000302,181b,,10 - Santa Barbara/Ventura,Santa Barbara,50000140,Parent Facility,-119.72318,34.42943,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,238,86870,11799,45124,37,13505,2316,7362,17,6205,951,3056,40,14600,292,1899,6623,38,13870,351,2094,4532,0,0,0,0,0,0,0,0,0,0,22,8030,240,0,4156,0,0,0,0,392,143080,15949,70853,0,0,0,0,20,7300,1234,5953,0,0,0,,0,0,0,0,0,0,0,0,0,412,150380,17183,76806,0,0,0,0,0,0,34,2068,5152,0,0,10,10,0,7,3,10,4,0,0,0,0,1,5,0,0,0,10,No,No,,,,Yes,1,1,5,5,0,0,0,No,LEVEL II,LEVEL II PEDS,Basic,Basic,YES,,YES,,,YES,YES,,YES,,YES,,YES,,470,1,2998,7,13505,82,13223,1276,8765,7762,38961,9128,48089,25,4280,859,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106074093,KAISER FOUNDATION HOSPITAL - RICHMOND CAMPUS,901 NEVIN AVE,,RICHMOND,94801,510-307-1555,Mark Fratzke,Yes,1/1/15,12/31/15,Kaiser Foundation Hospital,One Kaiser Plaza,,Oakland,CA,94612,Meghan Haskins,Open,9/7/95,9/7/95,,,,NO,,,140000191,15,9,11,6013376000,18f,,05 - East Bay,Contra Costa,140000052,Consolidated Facility,-122.36093,37.93685,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,42,15330,3318,10669,0,0,0,0,0,0,0,0,8,2920,174,547,2187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,18250,3492,12856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,18250,3492,12856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,,,,Yes,1,1,1,1,1,1,2,Yes,0,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,,YES,YES,,16577,1,14143,3,9815,30,11756,976,2922,1957,55213,2967,58180,27,220,293,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106380826,CALIFORNIA PACIFIC MED CTR-CALIFORNIA EAST,3698 CALIFORNIA STREET,,SAN FRANCISCO,94118,415-600-4134,Hamila Kownacki,Yes,1/1/15,12/31/15,Sutter Health,2200 River Plaza Drive,,Sacramento,CA,95833,Jean Johnson,Closed,5/27/15,1/1/46,,,,NO,,,220000014,19,11,12,6075013300,162b,,04 - West Bay,San Francisco,220000197,Consolidated Facility,-122.45464,37.78629,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,34675,59,,1392,0,0,0,0,0,0,0,0,95,34675,59,1392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,,,,No,0,0,0,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106380933,CALIFORNIA PACIFIC MED CTR-DAVIES CAMPUS,601 DUBOCE AVENUE,,SAN FRANCISCO,94117,415-600-7262,Hamila Kownacki,Yes,1/1/15,12/31/15,Sutter Health,2200 River Plaza Drive,,Sacramento,CA,95833,Jean Johnson,Open,1/1/46,1/1/46,,,,NO,,,220000023,17,11,12,6075016900,162g,,04 - West Bay,San Francisco,220000197,Consolidated Facility,-122.43465,37.7691,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,129,47085,3278,15102,0,0,0,0,0,0,0,0,8,2920,132,757,2214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,17520,594,9774,185,67525,4004,27090,0,0,0,0,0,0,0,0,38,13870,434,0,11839,0,0,0,0,0,0,0,0,223,81395,4438,38929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,,,,Yes,2,2,4,3,0,0,1,No,0,0,Basic,Basic,,YES,YES,,,YES,,YES,YES,,,YES,YES,,187,3,1370,1,5666,21,4761,432,2058,1412,14042,1869,15911,11,0,106,Yes,91,65,40,51,72,71,35,48,50,49,27,43,642
106100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,2823 FRESNO STREET,,FRESNO,93721,559-459-2710,Janet Paul,Yes,1/1/15,12/31/15,Community Medical Centers,789 N. Medical Center Drive East,,Clovis,CA,93711,Linda Lyons,Open,1/1/46,1/1/46,,,Level I,YES,,,40000101,31,14,16,6019000502,35c,,09 - Central,Fresno,40000096,Parent Facility,-119.78324,36.74253,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,424,141120,23455,114030,49,17885,5702,14864,8,2920,863,2120,78,28470,690,2804,17982,0,0,0,0,0,0,0,0,0,0,10,3650,232,363,3205,84,30660,851,3140,20378,32,11680,644,9152,685,236385,32437,181731,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,685,236385,32437,181731,0,0,0,0,0,0,70,4887,9909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,,,,No,0,0,0,0,0,0,0,No,LEVEL I,0,Comprehensive,Comprehensive,YES,,YES,,YES,,YES,,YES,,YES,,YES,,7242,71,4308,12,46092,214,18784,236,12066,21776,88492,22309,110801,73,0,4678,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106190754,ST. FRANCIS MEDICAL CENTER,3630 E. IMPERIAL HIGHWAY,,LYNWOOD,90262,310-900-8900,Gerald Kozai,Yes,1/1/15,12/31/15,Daughters of Charity Healthcare System,2600 Altamont Road,,Los Altos,CA,94022,Nola Davis,Open,1/1/46,1/1/46,,,Level II,NO,,,930000128,63,33,44,6037540203,78.2sss,South,11 - Los Angeles,Los Angeles,930000157,Parent Facility,-118.20415,33.93085,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,164,59860,10114,41979,71,25915,5298,12311,14,5110,495,1420,36,13140,833,902,8656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,10585,549,330,7434,0,0,0,0,314,114610,17289,71800,0,0,0,0,40,14600,2283,12391,30,10950,306,10,6685,0,0,0,0,0,0,0,0,384,140160,19878,90876,0,0,0,0,0,0,40,4957,11129,0,18,0,18,0,18,0,18,2,0,15,0,0,0,1,0,0,0,18,No,No,,,,Yes,3,1,3,2,1,0,1,No,LEVEL II,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,,YES,YES,,4223,3,8663,4,21778,15,20117,801,7326,7925,62107,8748,70855,46,12893,7323,Yes,429,317,287,287,225,225,165,225,189,149,86,88,2672
