facility.oshpd.id,facility.hospital.name,facility.street.address,facility.city.name,facility.zip.code,facility.county.name,facility.owner,facility.begin.date,facility.end.date,operating.rooms.surgery.recovery.services,operating.rooms.ambulatory.surgery.services,operating.rooms.satellite.ambulatory.surgery.center,surgeries.surgery.recovery.services,surgeries.ambulatory.surgery.services,surgeries.satellite.ambulatory.surgery.center,open.heart.surgeries.surgery.recovery.services,inpatient.surgeries.surgery.recovery.services,inpatient.surgeries.ambulatory.surgery.services,inpatient.surgeries.satellite.ambulatory.surgery.center,outpatient.surgeries.surgery.recovery.services,outpatient.surgeries.ambulatory.surgery.services,outpatient.surgeries.satellite.ambulatory.surgery.center,outpatient.surgeries,surgery.mins.surgery.recovery.services,surgery.mins.ambulatory.surgery.services,surgery.mins.satellite.ambulatory.surgery.center,open.heart.surgery.mins.surgery.recovery.services,inpatient.surgery.mins.surgery.recovery.services,inpatient.surgery.mins.ambulatory.surgery.services,inpatient.surgery.mins.satellite.ambulatory.surgery.center,outpatient.surgery.mins.surgery.recovery.services,outpatient.surgery.mins.ambulatory.surgery.services,outpatient.surgery.mins.satellite.ambulatory.surgery.center,gross.revenue.satellite.ambulatory.surgery.center,gross.revenue.surgery.recovery.services,gross.revenue.ambulatory.surgery.services,gross.revenue.total,net.revenue.satellite.ambulatory.surgery.center,net.revenue.surgery.recovery.services,net.revenue.ambulatory.surgery.services,net.revenue.total,inpatient.gross.revenue.satellite.ambulatory.surgery.center.medicare.traditional,inpatient.gross.revenue.surgery.recovery.services.medicare.traditional,inpatient.gross.revenue.ambulatory.surgery.services.medicare.traditional,outpatient.gross.revenue.satellite.ambulatory.surgery.center.medicare.traditional,outpatient.gross.revenue.surgery.recovery.services.medicare.traditional,outpatient.gross.revenue.ambulatory.surgery.services.medicare.traditional,inpatient.gross.revenue.surgery.recovery.services.medicare.managed,inpatient.gross.revenue.ambulatory.surgery.services.medicare.managed,outpatient.gross.revenue.satellite.ambulatory.surgery.center.medicare.managed,outpatient.gross.revenue.surgery.recovery.services.medicare.managed,outpatient.gross.revenue.ambulatory.surgery.services.medicare.managed,inpatient.gross.revenue.surgery.recovery.services.medical.traditional,inpatient.gross.revenue.ambulatory.surgery.services.medical.traditional,outpatient.gross.revenue.satellite.ambulatory.surgery.center.medical.traditional,outpatient.gross.revenue.surgery.recovery.services.medical.traditional,outpatient.gross.revenue.ambulatory.surgery.services.medical.traditional,inpatient.gross.revenue.surgery.recovery.services.medical.managed,inpatient.gross.revenue.ambulatory.surgery.services.medical.managed,outpatient.gross.revenue.satellite.ambulatory.surgery.center.medical.managed,outpatient.gross.revenue.surgery.recovery.services.medical.managed,outpatient.gross.revenue.ambulatory.surgery.services.medical.managed,inpatient.gross.revenue.surgery.recovery.services.county.indigent.traditional,inpatient.gross.revenue.ambulatory.surgery.services.county.indigent.traditional,outpatient.gross.revenue.satellite.ambulatory.surgery.center.county.indigent.traditional,outpatient.gross.revenue.surgery.recovery.services.county.indigent.traditional,outpatient.gross.revenue.ambulatory.surgery.services.county.indigent.traditional,inpatient.gross.revenue.surgery.recovery.services.county.indigent.managed,inpatient.gross.revenue.ambulatory.surgery.services.county.indigent.managed,outpatient.gross.revenue.surgery.recovery.services.county.indigent.managed,outpatient.gross.revenue.ambulatory.surgery.services.county.indigent.managed,inpatient.gross.revenue.surgery.recovery.services.other.third.parties.traditional,inpatient.gross.revenue.ambulatory.surgery.services.other.third.parties.traditional,outpatient.gross.revenue.satellite.ambulatory.surgery.center.other.third.parties.traditional,outpatient.gross.revenue.surgery.recovery.services.other.third.parties.traditional,outpatient.gross.revenue.ambulatory.surgery.services.other.third.parties.traditional,inpatient.gross.revenue.satellite.ambulatory.surgery.center.other.third.parties.managed,inpatient.gross.revenue.surgery.recovery.services.other.third.parties.managed,inpatient.gross.revenue.ambulatory.surgery.services.other.third.parties.managed,outpatient.gross.revenue.satellite.ambulatory.surgery.center.other.third.parties.managed,outpatient.gross.revenue.surgery.recovery.services.other.third.parties.managed,outpatient.gross.revenue.ambulatory.surgery.services.other.third.parties.managed,inpatient.gross.revenue.surgery.recovery.services.other.indigent,inpatient.gross.revenue.ambulatory.surgery.services.other.indigent,outpatient.gross.revenue.satellite.ambulatory.surgery.center.other.indigent,outpatient.gross.revenue.surgery.recovery.services.other.indigent,outpatient.gross.revenue.ambulatory.surgery.services.other.indigent,inpatient.gross.revenue.surgery.recovery.services.other.payors,inpatient.gross.revenue.ambulatory.surgery.services.other.payors,outpatient.gross.revenue.satellite.ambulatory.surgery.center.other.payors,outpatient.gross.revenue.surgery.recovery.services.other.payors,outpatient.gross.revenue.ambulatory.surgery.services.other.payors,inpatient.gross.revenue.satellite.ambulatory.surgery.center,inpatient.gross.revenue.surgery.recovery.services,inpatient.gross.revenue.ambulatory.surgery.services,inpatient.gross.revenue.total,outpatient.gross.revenue.satellite.ambulatory.surgery.center,outpatient.gross.revenue.surgery.recovery.services,outpatient.gross.revenue.ambulatory.surgery.services,outpatient.gross.revenue.total,net.profit.surgery.recovery.services,net.profit.ambulatory.surgery.services,net.profit.satellite.ambulatory.surgery.center,net.profit.total
106301188,WESTERN MEDICAL CENTER-ANAHEIM,1025 SOUTH ANAHEIM BOULEVARD,ANAHEIM,92805,Orange County,"INTEGRATED HEALTHCARE HOLDINGS, INC",1/1/14,12/31/14,5,0,0,1490,0,0,0,642,0,0,848,0,0,848,121073,0,0,0,52553,0,0,68520,0,0,0,17155144,0,212883701,0,7231584,0,89739052,0,1478262,0,0,1066248,0,658971,0,0,317762,0,1169578,0,0,1246738,0,1664248,0,0,3154135,0,45230,0,0,370,0,0,0,0,0,738041,0,0,735928,0,0,1403727,0,0,2936417,0,42323,0,0,0,0,139004,0,0,358162,0,0,7339384,0,148544722,0,9815760,0,64338979,2123322,0,0,18493786
106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ONE HOAG DRIVE,NEWPORT BEACH,92663,Orange County,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,10/1/13,6/30/14,22,0,4,9636,0,1933,285,4432,0,0,5204,0,1933,7137,1321776,0,109611,109730,759049,0,0,562727,0,109611,14318912,268720777,0,1611206580,5247141,98472272,0,720231486,0,69439863,0,6467460,23972169,0,22189000,0,2379330,9085789,0,4082573,0,4160,782840,0,4600951,0,30031,3437969,0,2851964,0,14313,2149700,0,0,0,0,0,2509104,0,0,1105011,0,0,56611043,0,4673851,60031424,0,0,0,0,0,0,2597460,0,749767,3273917,0,0,164881958,0,785591508,14318912,103838819,0,825615072,43461947,0,1067641,139772642
106301209,HUNTINGTON BEACH HOSPITAL,17772 BEACH BLVD.,HUNTINGTON BEACH,92647,Orange County,"PRIME HEALTHCARE SERVICES, INC.",1/1/14,12/31/14,3,0,0,485,0,0,0,314,0,0,171,0,0,171,85382,0,0,0,64920,0,0,20462,0,0,0,12235463,0,204026657,0,2734480,0,45705376,0,3692000,0,0,664713,0,1007000,0,0,126750,0,1381000,0,0,340750,0,1188250,0,0,531500,0,0,0,0,31000,0,0,0,0,0,1910000,0,0,250000,0,0,141250,0,0,485250,0,0,0,0,0,0,419750,0,0,66250,0,0,9739250,0,155439014,0,2496213,0,48587643,504283,0,0,-2113265
106301234,LA PALMA INTERCOMMUNITY HOSPITAL,7901 WALKER STREET,LA PALMA,90623,Orange County,PRIME HEALTHCARE SERVICES INC,1/1/14,12/31/14,4,0,0,683,0,0,0,461,0,0,222,0,0,222,47408,0,0,0,35917,0,0,11491,0,0,0,19229342,0,206344530,0,4242264,0,49700919,0,5219501,0,0,2784675,0,1224975,0,0,92250,0,2826451,0,0,130675,0,1458900,0,0,435563,0,0,0,0,0,0,0,0,0,0,1986738,0,0,978663,0,0,670763,0,0,668425,0,0,0,0,0,0,423350,0,0,328413,0,0,13810678,0,153475251,0,5418664,0,52869279,1681713,0,0,56527
106301248,LOS ALAMITOS MEDICAL CENTER,3751 KATELLA AVENUE,LOS ALAMITOS,90720,Orange County,TENET HEALTHCARE CORPORATION,1/1/14,12/31/14,6,0,0,6366,0,0,0,2822,0,0,3544,0,0,3544,677955,0,0,0,340215,0,0,337740,0,0,0,137183950,0,1295729235,0,21017031,0,198847779,0,16565584,0,0,11465278,0,20571051,0,0,12197126,0,1178503,0,0,1022711,0,3086821,0,0,4818963,0,52651,0,0,0,0,0,0,0,0,1234168,0,0,1595813,0,0,23438782,0,0,39242483,0,136670,0,0,16049,0,337827,0,0,223470,0,0,66602057,0,793650768,0,70581893,0,502078467,8284889,0,0,22838083
106301258,COASTAL COMMUNITIES HOSPITAL,2701 SOUTH BRISTOL STREET,SANTA  ANA,92704,Orange County,"INTEGRATED HEALTHCARE HOLDINGS, INC",1/1/14,12/31/14,5,0,0,2425,0,0,0,1179,0,0,1246,0,0,1246,196336,0,0,0,90366,0,0,105970,0,0,0,13750873,0,251109239,0,4532710,0,82773313,0,412543,0,0,652227,0,335193,0,0,435453,0,2697927,0,0,970655,0,2367084,0,0,2984429,0,5857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118335,0,0,1404150,0,46145,0,0,5807,0,274795,0,0,40273,0,0,7257879,0,189240986,0,6492994,0,61868253,830423,0,0,22734748
106301262,MISSION HOSPITAL REGIONAL MEDICAL CENTER,27700 MEDICAL CENTER ROAD,MISSION VIEJO,92691,Orange County,ST JOSEPH HEALTH SYSTEM,7/1/13,6/30/14,13,0,0,7886,0,0,213,4802,0,0,3084,0,0,3084,998628,0,0,76680,718442,0,0,280186,0,0,0,300473292,0,1846789327,0,75110232,0,493262893,0,71777101,0,0,14554482,0,31191090,0,0,6759892,0,4341366,0,0,1734321,0,10191441,0,0,6274652,0,2434517,0,0,544892,0,0,0,0,0,1698687,0,0,1079090,0,0,87867727,0,0,53104400,0,900059,0,0,505159,0,4479824,0,0,1034592,0,0,214881812,0,1156209594,0,85591480,0,690579733,38989899,0,0,57246209
106301279,"UNIVERSITY OF CALIFORNIA, IRVINE MEDICAL CENTER",101 THE CITY DRIVE SOUTH,ORANGE,92868,Orange County,REGENTS OF THE UNIVERSITY OF CALIFORNIA,7/1/13,6/30/14,24,4,0,14906,2998,0,0,7235,55,0,7671,2943,0,10614,2210040,276960,0,0,1684800,8490,0,525240,268470,0,0,400266632,61913392,3428977917,0,103204843,15963764,888418352,0,76800807,620134,0,30438634,17630335,20043791,80783,0,3382641,2749665,35824295,63527,0,5926125,3735088,34692110,415790,0,13968248,4774116,12333774,68515,0,1739489,2893275,0,0,0,0,3637029,55020,0,954117,397321,0,100048355,231887,0,53886636,27967476,5260537,36600,0,1330044,193860,0,0,0,0,0,0,288640698,1572256,2321112012,0,111625934,60341136,1107865905,44794622,4802831,0,117002264
106301283,GARDEN GROVE HOSPITAL AND MEDICAL CENTER,12601 GARDEN GROVE BLVD,GARDEN GROVE,92843,Orange County,PRIME HEALTHCARE SERVICES,1/1/14,12/31/14,6,0,0,2252,0,0,0,981,0,0,1271,0,0,1271,273685,0,0,0,177731,0,0,95954,0,0,0,50912427,0,389084213,0,10268776,0,83840452,0,5773954,0,0,2487784,0,2559686,0,0,611849,0,5105346,0,0,1851675,0,12084317,0,0,13399034,0,0,0,0,0,0,0,0,0,0,2399642,0,0,1708491,0,0,393649,0,0,917476,0,176934,0,0,54974,0,1287895,0,0,99721,0,0,29781423,0,272721753,0,21131004,0,116362460,5319491,0,0,4053297
106301297,PLACENTIA LINDA HOSPITAL,1301 NORTH ROSE DRIVE,PLACENTIA,92870,Orange County,TENET HEALTHCARE CORPORATION,1/1/14,12/31/14,5,0,0,3987,0,0,0,1126,0,0,2861,0,0,2861,384000,0,0,0,136710,0,0,247290,0,0,0,48956399,0,458658826,0,9697271,0,91383756,0,3650372,0,0,3970237,0,4239741,0,0,3721061,0,345252,0,0,246069,0,767722,0,0,2038114,0,0,0,0,0,0,0,0,0,0,185361,0,0,1085268,0,0,7567816,0,0,20192760,0,7453,0,0,0,0,116935,0,0,822238,0,0,16880652,0,191236210,0,32075747,0,267422616,611267,0,0,15046864
106301304,NEWPORT BAY HOSPITAL,1501 E. 16TH STREET,NEWPORT BEACH,92663,Orange County,"BEACON HEALTHCARE SERVICES, INC.",5/1/14,4/30/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16009255,0,0,0,10574716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16009255,0,0,0,0,0,0,0,191402
106301317,SADDLEBACK MEMORIAL MEDICAL CENTER,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,92653,Orange County,MEMORIAL HEALTH SERVICES,7/1/13,6/30/14,10,0,0,6595,0,0,145,3369,0,0,3226,0,0,3226,1669185,0,0,50003,1059280,0,0,609905,0,0,0,129666744,0,1266029400,0,36389991,0,366659235,0,20260109,0,0,9013214,0,31075816,0,0,10378444,0,776942,0,0,215736,0,707538,0,0,69720,0,553779,0,0,214026,0,0,0,0,0,460451,0,0,798567,0,0,28447905,0,0,25357249,0,603881,0,0,120058,0,163601,0,0,449708,0,0,83050022,0,805526792,0,46616722,0,460502608,10297585,0,0,31296590
106301340,ST. JOSEPH HOSPITAL - ORANGE,1100 WEST STEWART DRIVE,ORANGE,92863,Orange County,ST. JOSEPH HEALTH,7/1/13,6/30/14,23,9,0,5195,13681,0,199,3757,76,0,1438,13605,0,15043,1163680,568228,0,45616,841577,3171,0,322103,565057,0,0,352708194,86911535,2187027713,0,88353492,21771362,582860850,0,72711213,127378,0,16725694,13529672,43880097,36050,0,11275825,13791706,10147295,78159,0,6296198,2662001,4776172,17233,0,3082757,2070668,3067751,14955,0,1229918,889915,0,0,0,0,17700941,51966,0,2362418,1016123,0,101630375,76564,0,54190785,40666197,546247,0,0,669239,257357,619429,82694,0,1795840,11542897,0,255079520,484999,1080708679,0,97628674,86426536,1106319034,47229017,-2332681,0,9048187
106301342,ST. JUDE MEDICAL CENTER,101 E. VALENCIA MESA DR.,FULLERTON,92835,Orange County,ST. JOSEPH HEALTH SYSTEM,7/1/13,6/30/14,19,0,7,8073,0,5215,72,4006,0,0,4067,0,5215,9282,796490,0,274686,25304,492685,0,0,303805,0,274686,49486572,209989592,0,1642904574,13486599,55982750,0,491825785,0,33047705,0,9338851,12973916,0,33039426,0,10705476,13216425,0,4067823,0,504182,1228076,0,2622336,0,341328,1240237,0,1372211,0,254434,627111,0,0,0,0,0,4049562,0,2610347,4985741,0,0,42520282,0,25181542,52971317,0,64914,0,216932,453440,0,964259,0,333480,544811,0,0,121748518,0,867494892,49486572,88241074,0,775409682,30982115,0,-3751810,72770653
106301357,NEWPORT SPECIALTY HOSPITAL,14662 NEWPORT AVE,TUSTIN,92680,Orange County,"ALTA HOSPITALS SYSTEM, LLC",5/6/14,9/30/14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23075410,0,0,0,3254165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23075410,0,0,0,0,-194781,0,0,-1311723
106301379,WEST ANAHEIM MEDICAL CENTER,3033 ORANGE AVENUE,ANAHEIM,92804,Orange County,"PRIME HEALTHCARE SERVICES, INC.",1/1/14,12/31/14,7,0,0,1104,0,0,0,948,0,0,156,0,0,156,224504,0,0,0,202326,0,0,22178,0,0,0,38521828,0,422631386,0,8355189,0,91944306,0,7680666,0,0,1989500,0,3065881,0,0,176250,0,3474494,0,0,23076,0,5164433,0,0,301574,0,0,0,0,0,0,0,0,0,0,13758564,0,0,1024102,0,0,274860,0,0,688294,0,0,0,0,0,0,831952,0,0,68182,0,0,34250850,0,329109642,0,4270978,0,93521744,3405256,0,0,9804766
106301380,KINDRED HOSPITAL - WESTMINSTER,200 HOSPITAL CIRCLE,WESTMINSTER,92683,Orange County,"KINDRED HEALTHCARE, INC.",1/1/14,12/31/14,5,0,0,243,0,0,0,243,0,0,0,0,0,0,13440,0,0,0,13440,0,0,0,0,0,0,2176348,0,326438904,0,501720,0,75254873,0,1701461,0,0,0,0,58895,0,0,0,0,78553,0,0,0,0,110572,0,0,0,0,0,0,0,0,0,0,0,0,0,20206,0,0,0,0,0,206661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2176348,0,326438904,0,0,0,0,-1041323,0,0,11986214
106301566,WESTERN MEDICAL CENTER SANTA  ANA,1001 NORTH TUSTIN AVENUE,SANTA ANA,92705,Orange County,"INTEGRATED HEALTHCARE HOLDINDS, INC",1/1/14,12/31/14,11,0,0,4638,0,0,106,2639,0,0,1999,0,0,1999,505286,0,0,31125,323465,0,0,181821,0,0,0,62475522,0,708348113,0,17756186,0,201319815,0,3817181,0,0,2598863,0,4557631,0,0,2488934,0,7492100,0,0,2120462,0,6787539,0,0,6198216,0,984457,0,0,29196,0,0,0,0,0,0,0,0,0,0,0,15203390,0,0,7973426,0,396935,0,0,83422,0,854708,0,0,889062,0,0,40093941,0,512412917,0,22381581,0,195935196,3509371,0,0,45250270
106301781,FAIRVIEW DEVELOPMENT CENTER,2501 HARBOR BOULEVARD,COSTA MESA,92626,Orange County,STATE OF CALIFORNIA,7/1/13,6/30/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393508
106304079,HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL,14851 YORBA ST,TUSTIN,92780,Orange County,HEALTHSOUTH CORP,6/1/14,5/31/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34758697,0,0,0,22512267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34758697,0,0,0,0,0,0,0,2017958
106304113,CHILDREN'S HOSPITAL AT MISSION,27700 MEDICAL CENTER ROAD,MISSION VIEJO,92691,Orange County,CHILDREN'S HOSPITAL AT MISSION,7/1/13,6/30/14,13,0,0,746,0,0,0,305,0,0,441,0,0,441,45435,0,0,0,23721,0,0,21714,0,0,0,12408327,0,158493882,0,3826500,0,49221390,0,0,0,0,0,0,0,0,0,0,0,848549,0,0,99929,0,790559,0,0,3016702,0,0,0,0,0,0,0,0,0,0,161119,0,0,183650,0,0,3134201,0,0,3965826,0,0,0,0,0,0,157441,0,0,50351,0,0,5091869,0,99937257,0,7316458,0,58556625,77861,0,0,2846921
106304159,HEALBRIDGE CHILDREN'S HOSPITAL-ORANGE,393 SOUTH TUSTIN STREET,ORANGE,92866,Orange County,"NEXUS HEALTH SYSTEMS, INC.",1/1/14,12/31/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50144464,0,0,0,12537081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47246896,0,0,0,2897568,0,0,0,1973992
106304409,KAISER FOUNDATION HOSPITALS - ANAHEIM,441 LAKEVIEW AVENUE,ANAHEIM,92807,Orange County,KAISER FOUNDATION HOSPITALS,1/1/14,12/31/14,14,0,0,29719,0,0,0,7310,0,0,22409,0,0,22409,2580408,0,0,0,864135,0,0,1716273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106304460,HOAG ORTHOPEDIC INSTITUTE,16250 SAND CANYON AVENUE,IRVINE,92618,Orange County,HOAG MEMORIAL HOSPITAL PRESBYTERIAN AND PHYSICIANS,10/1/13,6/30/14,9,0,0,3778,0,0,0,3247,0,0,531,0,0,531,869943,0,0,0,756156,0,0,113787,0,0,0,96071289,0,230775434,0,31944831,0,78656912,0,35612923,0,0,2859630,0,9592927,0,0,911366,0,65231,0,0,0,0,15410,0,0,0,0,0,0,0,0,0,0,0,0,0,4315490,0,0,660709,0,0,35428806,0,0,5960160,0,0,0,0,0,0,506230,0,0,142407,0,0,85537017,0,216412095,0,10534272,0,14363339,12062194,0,0,22160263
106310791,SUTTER AUBURN FAITH HOSPITAL,11815 EDUCATION STREET,AUBURN,95602,Placer County,SUTTER HEALTH,1/1/14,12/31/14,5,0,0,2634,0,0,0,966,0,0,1668,0,0,1668,258465,0,0,0,122340,0,0,136125,0,0,0,40527333,0,394309671,0,12243361,0,120536162,0,9768803,0,0,7287461,0,2596733,0,0,1899428,0,1163095,0,0,1129181,0,1092939,0,0,1950641,0,0,0,0,0,0,0,0,0,0,456718,0,0,1472903,0,0,4070769,0,0,7103039,0,235808,0,0,124315,0,70359,0,0,105141,0,0,19455224,0,160552826,0,21072109,0,233756845,3197750,0,0,2749379
106311000,SUTTER ROSEVILLE MEDICAL CENTER,ONE MEDICAL PLAZA,ROSEVILLE,95661,Placer County,SUTTER HEALTH,1/1/14,12/31/14,15,5,0,6848,4863,0,0,5103,5,0,1745,4858,0,6603,931830,349245,0,0,758355,480,0,173475,348765,0,0,138422210,15731054,1686544872,0,43780362,5011816,526798961,0,42441343,24641,0,4271703,2847326,13899185,4720,0,1233247,1403782,8196648,0,0,348498,503647,6758574,0,0,539074,2108332,40588,0,0,0,0,21300,0,0,0,11299471,0,0,567591,1067735,0,42697412,7923,0,3741738,7358236,1365423,0,0,25084,69954,677510,1,0,297821,334757,0,127397454,37285,1164150062,0,11024756,15693769,522394810,21934415,-1571740,0,89377928
106314024,KAISER FOUNDATION HOSPITALS - ROSEVILLE,1600 EUREKA ROAD,ROSEVILLE,95661,Placer County,KAISER FOUNDATION HOSPITALS,1/1/14,12/31/14,18,0,0,17680,0,0,0,3739,0,0,13941,0,0,13941,1530149,0,0,0,379251,0,0,1150898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106314029,PLACER PHF,101 CIRBY HILLS DRIVE,ROSEVILLE,95678,Placer County,TELECARE CORPORATION,7/1/13,6/30/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3987370,0,0,0,4056089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3987370,0,0,0,0,0,0,0,261376
106320859,EASTERN PLUMAS HEALTH CARE,500 FIRST AVE,PORTOLA,96122,Plumas County,EASTERN PLUMAS HEALTH CARE,7/1/13,6/30/14,1,0,0,27,0,0,0,0,0,0,27,0,0,27,2797,0,0,0,0,0,0,2797,0,0,0,601553,0,36328663,0,306665,0,18566230,0,0,0,0,202371,0,0,0,0,26384,0,0,0,0,45695,0,0,0,0,53740,0,0,0,0,36391,0,0,0,0,0,0,0,0,236972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10236422,0,601553,0,26092241,52510,0,0,578706
106320986,PLUMAS DISTRICT HOSPITAL,1065 BUCKS LAKE ROAD,QUINCY,95971,Plumas County,PLUMAS HOSPITAL DISTRICT,7/1/13,6/30/14,1,0,0,480,0,0,0,289,0,0,191,0,0,191,32637,0,0,0,23431,0,0,9206,0,0,0,3702499,0,34280179,0,1443468,0,15582349,0,148876,0,0,1519463,0,0,0,0,0,0,242218,0,0,377831,0,0,0,0,0,0,0,0,0,96858,0,0,0,0,0,32732,0,0,266234,0,0,63021,0,0,707870,0,24225,0,0,41081,0,67547,0,0,114543,0,0,578619,0,4411892,0,3123880,0,29868287,360761,0,0,725188
106321016,SENECA HEALTHCARE DISTRICT,130 BRENTWOOD DRIVE,CHESTER,96020,Plumas County,SENECA HEALTHCARE DISTRICT,7/1/13,6/30/14,1,0,0,364,0,0,0,3,0,0,361,0,0,361,9219,0,0,0,46,0,0,9173,0,0,0,1534501,0,25350357,0,286501,0,11129651,0,0,0,0,676048,0,0,0,0,0,0,2151,0,0,141832,0,0,0,0,0,0,0,0,0,6874,0,0,0,0,0,5272,0,0,702324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7423,0,5722750,0,1527078,0,19627607,-170537,0,0,-314840
106330120,THE BETTY FORD CENTER,39000 BOB HOPE DRIVE,RANCHO MIRAGE,92270,Riverside County,HAZELDEN BETTY FORD FOUNDATION,7/1/13,6/30/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34943293,0,0,0,28621975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27470447,0,0,0,7472846,0,0,0,-3836534
106331152,CORONA REGIONAL MEDICAL CENTER - MAIN,800 S. MAIN STREET,CORONA,92880,Riverside County,UNIVERSAL HEALTH SERVICES,1/1/14,12/31/14,4,0,0,4971,0,0,0,2470,0,0,2501,0,0,2501,618185,0,0,0,314733,0,0,303452,0,0,0,40765122,0,599212403,0,8585281,0,122800457,0,4097524,0,0,2541641,0,5352684,0,0,2905391,0,2832067,0,0,237272,0,5160372,0,0,4803058,0,0,0,0,0,0,0,0,0,0,443263,0,0,1053441,0,0,5512944,0,0,5518815,0,28749,0,0,31960,0,157569,0,0,88372,0,0,23585172,0,350439796,0,17179950,0,248772607,739146,0,0,1379247
106331164,DESERT REGIONAL MEDICAL CENTER,1150 N INDIAN CANYON DRIVE,PALM SPRINGS,92262,Riverside County,TENET HEALTHCARE CORP,1/1/14,12/31/14,10,0,0,7697,0,0,152,5331,0,0,2366,0,0,2366,847065,0,0,47040,628470,0,0,218595,0,0,0,242589623,0,2784476447,0,40330336,0,451055055,0,32137703,0,0,12104763,0,47752349,0,0,11012066,0,16586532,0,0,2996314,0,22893887,0,0,10086430,0,0,0,0,0,0,0,0,0,0,6064814,0,0,1546754,0,0,50614315,0,0,24542404,0,2326593,0,0,166299,0,1449153,0,0,309247,0,0,179825346,0,2009044105,0,62764277,0,775432342,17207738,0,0,76470771
106331168,EISENHOWER MEDICAL CENTER,39000 BOB HOPE DRIVE,RANCHO MIRAGE,92270,Riverside County,EISENHOWER MEMORIAL HOSPITAL,7/1/13,6/30/14,16,6,0,7870,9634,0,282,6229,1014,0,1641,8620,0,10261,998319,355630,0,86172,775735,47812,0,222584,307818,0,0,221939002,81285140,2657972218,0,41165265,15076775,491468144,0,83728437,5128251,0,24480217,35029751,27006090,1323133,0,4010652,4995186,1572342,175608,0,3392,10681,9032664,406040,0,2886578,3033829,452930,32769,0,9423,0,0,0,0,0,5812305,285831,0,3052375,4854716,0,39563231,3160683,0,14676628,21780943,1133268,89118,0,45864,82165,4154583,326709,0,318023,569727,0,172455850,10928142,1521371611,0,49483152,70356998,1136600607,9925718,1293980,0,-12144441
